set_num,name,theme,subtheme,year,pieces_count,minifigs_count,minifigs,availability,retail_price_us,retail_price_uk,retail_price_ca,retail_price_eu,retail_price_au,ean,upc,released_date,retired_date,retired,current_value_new,current_value_used,current_value_used_low,current_value_used_high,forecast_value_new_2_years,forecast_value_new_5_years,rolling_growth_lastyear,rolling_growth_12months,currency,event_condition,event_date,event_value
4480-1,Jabba's Palace,Star Wars,Episode VI,2003,231,6,"sw0070,sw0071,sw0072,sw0073,sw0074,sw0079",retail,29.99,27.99,,,,5.70201E+12,6.73419E+11,,,TRUE,350.99,130.45,123.2,156.53,410.98,482.47,3.13,0.26,EUR,used,9/6/2025,133.46
4488-1,Millennium Falcon,Star Wars,Mini Building Set,2003,87,,,retail,6.99,6.99,,,,0033170284789,6.73419E+11,6/1/2003,,TRUE,46.57,13.67,12.8,16.4,51.87,58.18,1.49,2.85,EUR,used,9/6/2025,13.29
4490-1,Republic Gunship,Star Wars,Mini Building Set,2003,102,,,retail,6.99,6.99,,,,,6.73419E+11,6/1/2003,,TRUE,36.26,14.95,14.6,17.94,40.1,45.76,4.07,5.97,EUR,used,9/6/2025,14.96
4494-1,Imperial Shuttle,Star Wars,Mini Building Set,2004,82,,,retail,6.99,6.99,,,,,6.73419E+11,,,TRUE,25.96,8.8,6.95,10.56,27.39,31.16,-0.17,2.45,EUR,used,9/6/2025,8.8
4501-1,Mos Eisley Cantina,Star Wars,Episode IV,2004,193,5,"sw0021,sw0023a,sw0109,sw0110,sw0111",retail,29.99,27.99,,,,5.70201E+12,6.73419E+11,,,TRUE,287.71,149.6,136.4,179.52,301.29,336.85,3.3,1.43,EUR,used,9/6/2025,148.43
4502-1,X-wing Fighter,Star Wars,Episode V,2004,563,3,"sw0028,sw0051,sw0106",retail,49.99,49.99,,,79.99,5.70201E+12,6.73419E+11,,,TRUE,368.13,140.91,128.2,169.09,410.48,473,2.41,-3.6,EUR,used,9/6/2025,132
4504-1,Millennium Falcon,Star Wars,Episode V,2004,985,5,"sw0010,sw0011a,sw0080,sw0081,sw0113,sw0115",retail,99.99,99.99,,,,5.70201E+12,6.73419E+11,8/1/2004,,TRUE,484,109.85,95.93,131.82,539.5,605.65,5.74,-0.7,EUR,used,9/6/2025,107.44
4547551-1,Chrome Darth Vader,Star Wars,Exclusive Minifigs,2009,7,1,sw0218,promotional,,,,,,5.70201E+12,033170820611,1/1/2009,,TRUE,527.36,322.96,302.69,387.54,591.53,668,2.57,2.36,EUR,used,9/6/2025,330
5000062-1,Darth Maul,Star Wars,Exclusive Minifigs,2012,7,1,sw0384,notforretail,,,,,,4.5168E+12,6.73419E+11,2/1/2012,4/1/2012,TRUE,49.28,43.99,40.59,52.79,55.04,70.11,3.61,3.12,EUR,used,9/6/2025,41.65
5000063-1,TC-14,Star Wars,Exclusive Minifigs,2012,3,1,sw0385,promotional,,,,,,,6.73419E+11,5/4/2012,5/4/2012,TRUE,115.68,92.4,89.75,110.88,122.33,139.73,3.29,0.64,EUR,used,9/6/2025,86.23
5002123-1,Darth Revan,Star Wars,The Old Republic,2014,7,1,sw0547,promotional,,,,,,0885213058013,6.73419E+11,5/3/2014,5/5/2014,TRUE,351.96,246.4,241.47,295.68,414,576.47,4.04,0.84,EUR,used,9/6/2025,261.65
6206-1,TIE Interceptor,Star Wars,Episode VI,2006,212,1,sw0035b,retail,19.99,17.99,29.99,24.99,,5.70201E+12,6.73419E+11,1/1/2006,12/22/2007,TRUE,132,32.55,28.23,39.06,139.27,159,0.81,1.44,EUR,used,9/6/2025,30.8
6208-1,B-wing Fighter,Star Wars,Episode VI,2006,435,2,"sw0032a,sw0153",retail,34.99,24.99,,34.99,49.99,5.70201E+12,6.73419E+11,1/1/2006,12/21/2007,TRUE,167.19,65.96,61.6,79.15,188.18,213.19,3.74,1.79,EUR,used,9/6/2025,62.57
6209-1,Slave I,Star Wars,Episode V,2006,537,5,"sw0002a,sw0149,sw0150,sw0151,sw0984",retail,49.99,39.99,,64.99,79.99,5.70201E+12,6.73419E+11,6/1/2006,11/23/2007,TRUE,396,132,114.4,158.4,464.24,545.55,2.22,1.75,EUR,used,9/6/2025,123.44
6210-1,Jabba's Sail Barge,Star Wars,Episode VI,2006,781,8,"sw0002a,sw0028a,sw0071,sw0083,sw0084,sw0085,sw0086,sw0087",retail,74.99,59.99,119.99,89.99,,0083299500000,6.73419E+11,6/1/2006,12/30/2007,TRUE,567.57,199.68,175.9,239.62,652.13,752.9,2.09,3.46,EUR,used,9/6/2025,202.4
6212-1,X-wing Fighter,Star Wars,Episode V,2006,437,6,"sw0011a,sw0028,sw0088,sw0088a,sw0089,sw0090,sw0090a,sw0113,sw0113a",retail,49.99,45.99,79.99,,79.99,5.70201E+12,6.73419E+11,10/24/2007,9/7/2011,TRUE,137.88,43.17,37.26,51.81,158.05,182.08,2.52,3.53,EUR,used,9/6/2025,42.15
66512-1,Rebels Super Pack,Star Wars,Value Packs,2014,1163,6,,retaillimited,109.99,99.99,129.99,99.99,159.99,0658109694028,6.73419E+11,7/1/2014,,TRUE,1409.28,351.98,334.37,422.38,1491.05,1705.23,-2.56,-1.29,EUR,used,9/6/2025,364.29
7103-1,Jedi Duel,Star Wars,Episode II,2002,82,2,"sw0051,sw0060",retail,9.99,8.99,,9.99,15.99,0771270011194,6.73419E+11,4/1/2002,,TRUE,128.39,52.8,44.51,63.36,147.6,170.49,2.21,2.33,EUR,used,9/6/2025,51.59
7113-1,Tusken Raider Encounter,Star Wars,Episode II,2002,93,3,"sw0052,sw0099",retail,9.99,8.99,,,15.99,5.70201E+12,6.73419E+11,4/1/2002,,TRUE,90.14,34.93,30.77,41.91,100.69,113.27,1.16,2.96,EUR,used,9/6/2025,30.84
7119-1,Twin-Pod Cloud Car,Star Wars,Episode V,2002,118,1,sw0049,retail,9.99,8.99,,,15.99,0042884071196,6.73419E+11,1/1/2002,,TRUE,51.32,22,21.56,26.4,57.09,63.95,3.73,1.43,EUR,used,9/6/2025,21.84
7126-1,Battle Droid Carrier,Star Wars,Episode I,2001,133,7,"sw0001b,sw0065",retail,9.99,,,,15.99,5.70201E+12,042884071264,1/1/2001,,TRUE,172.62,30.8,30.18,36.96,202.64,238.4,0.56,2.8,EUR,used,9/6/2025,30.15
7127-1,Imperial AT-ST,Star Wars,Episode VI,2001,107,1,sw0011,retail,9.99,8.99,,,15.99,5.70201E+12,042884071271,1/1/2001,,TRUE,70.39,22,19.53,26.4,79.41,90.16,2.52,1.17,EUR,used,9/6/2025,20.63
7133-1,Bounty Hunter Pursuit,Star Wars,Episode II,2002,259,3,"sw0055a,sw0059,sw0100",retail,29.99,27.99,,,,70201415182,6.73419E+11,4/1/2002,,TRUE,379.42,162.8,141.44,195.36,424.93,494.52,4.34,1.88,EUR,used,9/6/2025,162.21
7139-1,Ewok Attack,Star Wars,Episode VI,2002,121,4,"sw0005,sw0036,sw0050,sw0067",retail,12.99,10.99,,,,0699107388403,6.73419E+11,1/1/2002,,TRUE,83.6,35.2,30.79,42.24,93.13,104.5,0.49,2.58,EUR,used,9/6/2025,34.56
7142-1,X-Wing Fighter,Star Wars,Episode IV,2002,267,4,"sw0009,sw0019,sw0028,sw0034",retail,29.99,,,,,5.70201E+12,,,,TRUE,214.36,64.53,57.19,77.43,228.02,263.77,-2.66,-2.37,EUR,used,9/6/2025,56.35
7143-1,Jedi Starfighter,Star Wars,Episode II,2002,139,1,sw0055,retail,19.99,17.99,,,,5.70201E+12,6.73419E+11,4/1/2002,,TRUE,133.56,31.92,28.2,38.3,154.58,179.63,3.74,-0.26,EUR,used,9/6/2025,30.69
7146-1,TIE Fighter,Star Wars,Episode IV,2001,171,2,"sw0035,sw0036",retail,19.99,17.99,,,,5.70201E+12,042884071462,1/1/2001,,TRUE,132,35.2,31.79,42.24,147.26,165.44,0.71,-4.57,EUR,used,9/6/2025,35.2
7153-1,Jango Fett's Slave I,Star Wars,Episode II,2002,360,2,"sw0053,sw0054",retail,49.99,44.99,,,79.99,0033170278610,6.73419E+11,4/1/2002,,TRUE,1057.82,376.25,340.56,451.5,1202.47,1374.85,0.6,2.33,EUR,used,9/6/2025,396
7163-1,Republic Gunship,Star Wars,Episode II,2002,693,8,"sw0056,sw0057,sw0058,sw0063",retail,89.99,79.99,,,,5.70201E+12,6.73419E+11,4/1/2002,,TRUE,1153.64,273.03,214.79,327.63,1285.11,1441.78,2.76,2.55,EUR,used,9/6/2025,274.7
7186-1,Watto's Junkyard,Star Wars,Episode I,2001,443,2,"sw0038,sw0979",retail,49.99,39.99,,,79.99,5.70201E+12,042884071868,1/1/2001,,TRUE,565.56,211.19,192.72,253.43,652.29,755.66,-1.56,6.66,EUR,used,9/6/2025,202.98
7200-1,Final Duel I,Star Wars,Episode VI,2002,31,2,"sw0004,sw0041",retail,6.99,5.99,,,,5.70201E+12,6.73419E+11,,,TRUE,87.99,34.28,29.98,41.14,100.09,114.51,1.67,2.78,EUR,used,9/6/2025,31.34
7203-1,Jedi Defense I,Star Wars,Episode I,2002,59,3,"sw0063,sw0069",retail,6.99,5.99,,,,0792736134127,6.73419E+11,,,TRUE,84.27,34.28,30.52,41.14,94.24,106.12,2.25,-1.19,EUR,used,9/6/2025,33.11
7204-1,Jedi Defense II,Star Wars,Episode I,2002,53,3,"sw0027,sw0047,sw0048",retail,6.99,5.99,,,,5.70201E+12,6.73419E+11,,,TRUE,84.37,32.61,29.74,39.13,94.54,106.66,1.99,2.46,EUR,used,9/6/2025,33.44
7250-1,Clone Scout Walker,Star Wars,Episode III,2005,108,1,sw0130,retail,9.99,6.99,14.99,13.99,15.99,5.70201E+12,6.73419E+11,,,TRUE,105.6,36.93,31.37,44.33,122.79,143.26,3.4,3.52,EUR,used,9/6/2025,32.16
7252-1,Droid Tri-Fighter,Star Wars,Episode III,2005,148,1,sw0136,retail,14.99,9.99,,,,,6.73419E+11,,,TRUE,68.51,27.92,24.83,33.51,77.37,87.92,-0.02,-4.55,EUR,used,9/6/2025,25.85
7255-1,General Grievous Chase,Star Wars,Episode III,2005,111,2,"sw0134,sw0135",retail,19.99,14.99,,,,5.70201E+12,6.73419E+11,,,TRUE,340.03,74.79,73.3,89.75,379.83,427.26,0.99,4.81,EUR,used,9/6/2025,79.2
7256-1,Jedi Starfighter and Vulture Droid,Star Wars,Episode III,2005,202,1,sw0120,retail,19.99,14.99,,,,,6.73419E+11,,,TRUE,161.1,52.79,44.17,63.35,187.43,218.8,4.23,4.89,EUR,used,9/6/2025,47.63
7257-1,Ultimate Lightsaber Duel,Star Wars,Episode III,2005,282,2,"sw0121,sw0137",retail,29.99,24.99,,,,0738345945020,6.73419E+11,,,TRUE,572,176,149.54,211.2,670.67,788.27,2.51,2.78,EUR,used,9/6/2025,149.58
7258-1,Wookiee Attack,Star Wars,Episode III,2005,366,5,"sw0001b,sw0125,sw0132",retail,29.99,24.99,39.99,,,5.70201E+12,6.73419E+11,,,TRUE,255.84,83.59,78.14,100.31,291.76,334.55,1.03,0.46,EUR,used,9/6/2025,87.41
7259-1,ARC-170 Fighter,Star Wars,Episode III,2005,396,4,"sw0029,sw0118",retail,39.99,29.99,59.99,54.99,,5.70201E+12,6.73419E+11,5/1/2005,,TRUE,326.63,96.8,88,116.16,377.78,438.73,3.19,-0.09,EUR,used,9/6/2025,101.2
7260-1,Wookiee Catamaran,Star Wars,Episode III,2005,376,6,"sw0011a,sw0051,sw0116,sw0129,sw0132",retail,49.99,39.99,,,79.99,5.70201E+12,6.73419E+11,,,TRUE,1099.99,285.41,228.76,342.5,1246.19,1420.4,2.82,9.06,EUR,used,9/6/2025,285.41
7263-1,TIE Fighter,Star Wars,Episode IV,2005,159,2,"sw0035a,sw0117",retail,19.99,14.99,29.99,24.99,,5.70201E+12,6.73419E+11,,,TRUE,192.45,57.19,52.8,68.63,223.73,261.01,1.16,1,EUR,used,9/6/2025,57.2
75028-1,Clone Turbo Tank,Star Wars,MicroFighters,2014,96,1,sw0541,retail,9.99,8.99,12.99,8.99,15.99,5.70202E+12,6.73419E+11,2/18/2014,5/5/2015,TRUE,48.4,14.87,13.86,17.85,53.38,60.73,1.32,-1.65,EUR,used,9/6/2025,15.57
75031-1,TIE Interceptor,Star Wars,MicroFighters,2014,92,1,sw0543,retail,9.99,8.99,12.99,6.99,15,5.70202E+12,6.73419E+11,2/18/2014,5/3/2015,TRUE,22.19,8.32,7.61,9.98,25.52,30.42,4.68,3.33,EUR,used,9/6/2025,7.84
75032-1,X-Wing Fighter,Star Wars,MicroFighters,2014,97,1,sw0544,retail,9.99,8.99,12.99,6.99,15,5.70202E+12,6.73419E+11,2/18/2014,5/2/2015,TRUE,26.47,10.79,9.57,12.94,29.77,34.65,-0.97,-1.22,EUR,used,9/6/2025,9.72
75033-1,Star Destroyer,Star Wars,MicroFighters,2014,100,1,sw0545,retail,9.99,8.99,12.99,9.99,15.99,5.70202E+12,6.73419E+11,2/18/2014,1/24/2015,TRUE,21.52,10,9.44,11.99,25.23,30.72,3.31,0.88,EUR,used,9/6/2025,9.58
75035-1,Kashyyyk Troopers,Star Wars,Episode III,2014,99,4,"sw0518,sw0519",retail,12.99,11.99,15.99,11.89,22.99,5.70202E+12,6.73419E+11,2/18/2014,10/28/2015,TRUE,103.41,61.58,50.42,73.9,118.54,158.19,6.59,2.35,EUR,used,9/6/2025,52.84
75036-1,Utapau Troopers,Star Wars,Episode III,2014,83,4,"sw0522,sw0523",retail,12.99,11.99,15.99,11.89,22.99,5.70202E+12,6.73419E+11,2/18/2014,10/26/2015,TRUE,89.52,57.2,52.79,68.64,93.88,105.28,3.57,0.18,EUR,used,9/6/2025,52.77
75039-1,V-Wing Starfighter,Star Wars,Episode III,2014,201,2,"sw0525,sw0534",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,2/18/2014,11/28/2014,TRUE,128.08,43.67,40.66,52.4,141.24,175.68,2.63,2.75,EUR,used,9/6/2025,41.86
75040-1,General Grievous' Wheel Bike,Star Wars,Episode III,2014,261,2,"sw0515,sw0535",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,2/18/2014,11/30/2015,TRUE,145.25,57.2,47.29,68.64,162.01,205.89,2.8,5.2,EUR,used,9/6/2025,54.99
75042-1,Droid Gunship,Star Wars,Episode III,2014,439,4,"sw0001c,sw0092,sw0518,sw0532",retail,49.99,44.99,59.99,49.99,79.99,5.70202E+12,6.73419E+11,2/18/2014,11/21/2015,TRUE,163.27,66.04,54.45,79.25,189.93,229.29,4.14,0.93,EUR,used,9/6/2025,60.52
75043-1,AT-AP,Star Wars,Episode III,2014,717,5,"sw0001c,sw0092,sw0415,sw0528,sw0530",retail,59.99,59.99,74.99,69.99,99.99,5.70202E+12,6.73419E+11,2/18/2014,10/28/2015,TRUE,193.49,96.8,79.19,116.16,212.6,262.63,5.72,-0.47,EUR,used,9/6/2025,91.5
75046-1,Coruscant Police Gunship,Star Wars,The Clone Wars,2014,481,4,"sw0452,sw0531,sw0542",retail,49.99,49.99,59.99,59.99,79.99,5.70202E+12,6.5811E+11,2/18/2014,12/14/2015,TRUE,327.75,192.93,181.98,231.52,357.3,434.69,3.83,0.4,EUR,used,9/6/2025,192.13
75048-1,The Phantom,Star Wars,Rebels,2014,234,2,"sw0565,sw0574a",retail,24.99,19.99,29.99,29.99,39.99,5.70202E+12,6.73419E+11,8/2/2014,10/28/2015,TRUE,114.39,39.59,33.43,47.51,121.62,140.57,1.11,1.06,EUR,used,9/6/2025,42.24
75049-1,Snowspeeder,Star Wars,Episode V,2014,278,3,"sw0567,sw0568,sw0569",retail,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,8/2/2014,12/5/2015,TRUE,99.73,39.6,34.32,47.52,114.34,135.9,2.88,3.61,EUR,used,9/6/2025,39.71
75050-1,B-Wing,Star Wars,Episode VI,2014,448,3,"sw0556,sw0557,sw0558",retail,49.99,49.99,59.99,29.99,79.99,5.70202E+12,6.73419E+11,8/2/2014,11/21/2015,TRUE,191.61,79.19,70.26,95.03,225.9,276.53,2.7,2.25,EUR,used,9/6/2025,79.2
75051-1,Jedi Scout Fighter,Star Wars,Original Content,2014,490,4,"sw0570,sw0571,sw0572,sw0573",retail,59.99,59.99,74.99,69.99,99.99,5.70202E+12,6.73419E+11,8/2/2014,11/27/2015,TRUE,188.23,83.16,74.26,99.79,215.77,256.41,4.36,0.68,EUR,used,9/6/2025,86.47
75053-1,The Ghost,Star Wars,Rebels,2014,929,4,"sw0575,sw0576,sw0577,sw0578,sw0602",retail,89.99,69.99,109.99,99.99,139.99,5.70202E+12,6.73419E+11,8/2/2014,11/28/2015,TRUE,448.27,232.61,202.4,279.14,476.34,549.82,3.45,2.45,EUR,used,9/6/2025,220
75054-1,AT-AT,Star Wars,Episode V,2014,1138,5,"sw0568,sw0579,sw0580,sw0581",retail,109.99,109.99,129.99,119.99,169.99,5.70202E+12,6.73419E+11,8/2/2014,11/17/2015,TRUE,215.59,96.91,87.28,116.3,250.35,301.66,4.47,3.06,EUR,used,9/6/2025,93.57
75055-1,Imperial Star Destroyer,Star Wars,Episode IV,2014,1359,7,"sw0156,sw0582,sw0583,sw0584,sw0585,sw0586",retail,129.99,119.99,149.99,129.99,199.99,5.70202E+12,6.73419E+11,8/2/2014,10/28/2015,TRUE,279.98,121.33,111.77,145.59,290.6,318.42,2.91,2.87,EUR,used,9/6/2025,131.52
7664-1,TIE Crawler,Star Wars,Legends,2007,548,2,sw0166,retail,49.99,39.99,,,79.99,5.70201E+12,6.73419E+11,10/24/2007,1/30/2008,TRUE,248.71,85.62,80.03,102.73,289.83,338.84,-0.24,3.4,EUR,used,9/6/2025,80.61
7672-1,Rogue Shadow,Star Wars,Legends,2008,482,3,"sw0180,sw0181,sw0182",retail,49.99,48.95,,67.99,79.99,,6.73419E+11,1/1/2018,,TRUE,484,212.07,192.8,254.49,591.3,719.16,6.41,4.98,EUR,used,9/6/2025,201.57
7678-1,Droid Gunship,Star Wars,The Clone Wars,2008,329,3,"sw0001b,sw0001d",retail,29.99,24.49,,,,,6.73419E+11,7/26/2008,2/27/2009,TRUE,132.02,75.7,63.8,90.83,148.68,168.54,5.69,1.04,EUR,used,9/6/2025,61.36
7751-1,Ahsoka's Starfighter and Droids,Star Wars,The Clone Wars,2009,291,4,"sw0136,sw0192,sw0231",retail,39.99,31.29,49.99,,,,6.73419E+11,12/28/2008,12/1/2009,TRUE,272.77,145.2,128.47,174.24,314.54,364.3,3.27,-1.31,EUR,used,9/6/2025,140.9
7752-1,Count Dooku's Solar Sailer,Star Wars,The Clone Wars,2009,385,4,"sw0190,sw0224,sw0225",retail,54.99,39.99,74.99,67.99,99.99,,6.73419E+11,2/4/2009,1/7/2011,TRUE,279.39,132,120.56,158.4,314.49,356.32,2.84,2.91,EUR,used,9/6/2025,125.22
7868-1,Mace Windu's Jedi Starfighter,Star Wars,The Clone Wars,2011,313,5,"sw0001b,sw0220,sw0312,sw0313",retail,39.99,35.99,49.99,39.99,69.99,5.70201E+12,6.53569E+11,7/19/2011,12/26/2011,TRUE,320.55,189.28,170.71,227.14,354.77,444.4,2.43,1.47,EUR,used,9/6/2025,180.5
7869-1,Battle for Geonosis,Star Wars,The Clone Wars,2011,331,5,"sw0001c,sw0230,sw0310,sw0314",retail,39.99,35.99,49.99,39.99,69.99,5.70201E+12,6.73419E+11,12/25/2010,12/11/2012,TRUE,281.39,140.01,132,168.01,306.37,371.8,2.19,1.22,EUR,used,9/6/2025,144.28
7877-1,Naboo Starfighter,Star Wars,Episode I,2011,318,6,"sw0217,sw0340,sw0347,sw0348,sw0349",retail,49.99,40.99,59.99,49.99,79.99,5.70201E+12,6.73419E+11,7/19/2011,12/28/2012,TRUE,149.59,55.81,51.45,66.97,179.41,223.44,1.63,0.98,EUR,used,9/6/2025,55.81
7879-1,Hoth Echo Base,Star Wars,Episode V,2011,773,8,"sw0011a,sw0115,sw0342,sw0343,sw0344,sw0345,sw0346",retail,89.99,91.99,119.99,99.99,169.99,5.70201E+12,6.73419E+11,7/21/2011,12/2/2013,TRUE,193.59,128.2,118.01,153.84,215.12,246.92,1.39,1.41,EUR,used,9/6/2025,128.95
7913-1,Clone Trooper Battle Pack,Star Wars,The Clone Wars,2011,85,4,"sw0297,sw0298,sw0299",retail,12.99,11.99,14.99,14.99,17.99,5.70201E+12,6.73419E+11,12/25/2010,10/3/2012,TRUE,105.6,39.57,35.2,47.49,122.97,148.62,5.02,2.79,EUR,used,9/6/2025,38.91
7914-1,Mandalorian Battle Pack,Star Wars,The Clone Wars,2011,68,4,sw0296,retail,12.99,11.99,14.99,14.99,22.99,5.70201E+12,6.73419E+11,12/25/2010,10/28/2012,TRUE,52.76,19.18,16.58,23.01,59.85,70.3,0.57,1.46,EUR,used,9/6/2025,19.54
7915-1,Imperial V-wing Starfighter,Star Wars,Legends,2011,139,2,"sw0303,sw0304",retail,19.99,24.99,24.99,26.99,39.99,5.70201E+12,6.73419E+11,12/25/2010,10/5/2012,TRUE,74.93,22.87,21.05,27.45,85.29,100.58,3.65,2.75,EUR,used,9/6/2025,21.99
7929-1,The Battle of Naboo,Star Wars,Episode I,2011,241,12,"sw0001c,sw0300,sw0301,sw0302",retail,24.99,25.99,34.99,29.99,50,5.70201E+12,6.73419E+11,12/25/2010,10/24/2012,TRUE,87.65,30.77,28.78,36.93,93.05,107.2,1.11,-0.82,EUR,used,9/6/2025,30.8
7930-1,Bounty Hunter Assault Gunship,Star Wars,The Clone Wars,2011,389,4,"sw0222,sw0305,sw0306,sw0307",retail,49.99,40.99,64.99,49.99,79.99,5.70201E+12,6.73419E+11,12/25/2010,11/24/2012,TRUE,153.99,77.42,70.39,92.9,161.21,180.11,2.12,0.2,EUR,used,9/6/2025,76.18
7931-1,T-6 Jedi Shuttle,Star Wars,The Clone Wars,2011,389,4,"sw0183,sw0197,sw0308,sw0309",retail,59.99,49.99,79.99,69.99,99,5.70201E+12,6.73419E+11,12/25/2010,10/30/2012,TRUE,233.9,92.05,80.95,110.46,263.01,305.98,-0.09,1.86,EUR,used,9/6/2025,77.86
7956-1,Ewok Attack,Star Wars,Episode VI,2011,166,3,"sw0005a,sw0338,sw0339",retail,24.99,25.99,34.99,29.99,49.99,5.70201E+12,6.73419E+11,7/19/2011,11/12/2012,TRUE,66.45,29.85,26.4,35.82,78.24,95.65,3.86,1.09,EUR,used,9/6/2025,29.6
7959-1,Geonosian Starfighter,Star Wars,The Clone Wars,2011,155,3,"sw0319,sw0320,sw0341",retail,29.99,29.99,39.99,39.99,59.99,5.05271E+12,6.73419E+11,7/19/2011,12/6/2012,TRUE,138.9,46.53,41.66,55.83,157.43,184.79,3.8,0.71,EUR,used,9/6/2025,46
7961-1,Darth Maul's Sith Infiltrator,Star Wars,Episode I,2011,479,4,"sw0321,sw0322,sw0323,sw0324",retail,69.99,59.99,89.99,69.99,129.99,5.70201E+12,6.73419E+11,7/19/2011,10/22/2012,TRUE,158.91,52.8,48.4,63.36,178.87,208.34,2.14,2.39,EUR,used,9/6/2025,52.8
7962-1,Anakin Skywalker and Sebulba's Podracers,Star Wars,Episode I,2011,810,5,"sw0325,sw0326,sw0327,sw0328,sw0329",retail,89.99,81.99,119.99,99.99,149.99,5.70201E+12,6.73419E+11,7/19/2011,11/24/2012,TRUE,246.4,139.15,128.47,166.99,279.21,327.64,3.88,2.7,EUR,used,9/6/2025,138.71
7964-1,Republic Frigate,Star Wars,The Clone Wars,2011,1015,5,"sw0219,sw0330,sw0331,sw0332,sw0333",retail,119.99,102.99,154.99,129.99,169.99,5.70201E+12,6.73419E+11,7/19/2011,11/1/2012,TRUE,688.19,308,262.2,369.6,750.6,914.07,2.39,4.84,EUR,used,9/6/2025,274.03
7965-1,Millennium Falcon,Star Wars,Episode IV,2011,1254,6,"sw0011a,sw0277,sw0334,sw0335,sw0336,sw0337",retail,139.99,132.99,179.99,149.99,249.99,5.70201E+12,6.73419E+11,7/19/2011,12/1/2014,TRUE,240.74,74.8,66,89.76,268.93,310.54,3.35,2.02,EUR,used,9/6/2025,79.2
8028-1,TIE Fighter,Star Wars,Mini Building Set,2008,44,,,retail,4.99,,,,,5.70201E+12,6.73419E+11,,,TRUE,8.17,5.27,4.4,6.33,9.11,10.49,4.65,0.48,EUR,used,9/6/2025,3.48
8038-1,The Battle of Endor,Star Wars,Episode VI,2009,890,12,"sw0005a,sw0011a,sw0179,sw0179a,sw0208,sw0217,sw0235,sw0236,sw0237,sw0238,sw0239,sw0240",retail,99.99,84.99,129.99,99.99,179.99,5.70201E+12,6.73419E+11,6/28/2009,11/28/2011,TRUE,332.58,198,183.43,237.6,369.29,413.04,2.25,2.54,EUR,used,9/6/2025,156.93
8091-1,Republic Swamp Speeder,Star Wars,Episode III,2010,176,5,"sw0001c,sw0092,sw0269,sw0272",retaillimited,29.99,30.99,39.99,36.99,59.99,5.70201E+12,6.73419E+11,1/4/2010,2/6/2012,TRUE,87.77,41.22,37.3,49.46,98.84,115.18,1.01,1.64,EUR,used,9/6/2025,44.02
8092-1,Luke's Landspeeder,Star Wars,Episode IV,2010,163,6,"sw0161a,sw0217,sw0270,sw0271,sw0273,sw0274",retail,24.99,25.99,34.99,26.99,49.99,5.70201E+12,6.73419E+11,1/4/2010,11/26/2012,TRUE,44,23.41,21.96,28.09,49.59,57.84,1.79,1.91,EUR,used,9/6/2025,22
8095-1,General Grievous' Starfighter,Star Wars,The Clone Wars,2010,454,4,"sw0216a,sw0216s,sw0226,sw0254",retail,49.99,45.99,69.99,49.99,99.99,0689960099349,6.73419E+11,7/30/2010,4/15/2012,TRUE,171.27,59.9,51.66,71.88,202.25,247.98,4.49,1.78,EUR,used,9/6/2025,57.2
8099-1,Midi-Scale Imperial Star Destroyer,Star Wars,Episode IV,2010,423,,,retail,39.99,34.99,49.99,39.99,59.99,5.70201E+12,6.73419E+11,8/2/2010,1/11/2011,TRUE,103.9,65.99,57.55,79.19,116.42,134.89,1.74,-1.99,EUR,used,9/6/2025,64.38
8128-1,Cad Bane's Speeder,Star Wars,The Clone Wars,2010,318,5,"sw0222,sw0244,sw0285,sw0287,sw0288",retail,49.99,45.99,64.99,54.99,89.99,5.00016E+12,6.73419E+11,8/2/2010,3/29/2012,TRUE,140.79,70.4,64.94,84.48,146.11,160.04,1.6,0.38,EUR,used,9/6/2025,73.28
8129-1,AT-AT Walker,Star Wars,Episode V,2010,815,8,"sw0115,sw0161a,sw0262,sw0289,sw0290,sw0291,sw0295",retail,109.99,91.99,139.99,119.99,169.99,5.70201E+12,6.73419E+11,8/2/2010,12/2/2011,TRUE,253.92,141.08,124.78,169.3,261.54,281.49,2.73,1.26,EUR,used,9/6/2025,135.81
30654-1,X-wing Starfighter,Star Wars,Episode VI,2023,87,,,retaillimited,4.99,3.99,5.99,3.99,5.99,,6.73419E+11,1/1/2023,6/1/2023,TRUE,9.92,2.64,2.47,3.72,11.91,14.19,3.4,3.34,EUR,new,9/9/2025,10.55
30680-1,AAT,Star Wars,Episode I,2024,75,,,retaillimited,4.99,3.49,5.99,3.99,7.99,,6.73419E+11,1/1/2024,,TRUE,6.71,5.57,5.46,6.19,7.41,8.91,-0.27,2.53,EUR,new,9/9/2025,7.03
40591-1,Death Star II,Star Wars,Promotional,2023,289,,,promotional,,,,,,,6.73419E+11,5/1/2023,5/7/2023,TRUE,61.59,34.33,33,41.19,70.27,83.08,4.01,3.45,EUR,new,9/9/2025,52.18
40658-1,Millennium Falcon Holiday Diorama,Star Wars,Seasonal,2023,282,4,"sw0532,sw1034,sw1317,sw1318",retail,29.99,25.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,10/1/2023,12/31/2023,TRUE,26.4,16.54,15.66,24.75,27.62,29.43,1.43,-0.43,EUR,new,9/9/2025,26.4
